Accession,Clade,genome_count,total_genomes,freq
VFG041028(gb|NP_250361),1,8230,8740,0.9416475972540046
VFG041028(gb|NP_250361),2,2596,2839,0.9144064811553364
VFG041029(gb|NP_250362),1,8381,8740,0.9589244851258582
VFG041029(gb|NP_250362),2,2613,2839,0.9203945051074321
VFG041030(gb|NP_250535),1,8218,8740,0.94027459954233406
VFG041030(gb|NP_250535),2,2588,2839,0.9115885875308207
VFG041031(gb|NP_251049),1,8695,8740,0.9948512585812357
VFG041031(gb|NP_251049),2,2801,2839,0.9866150052835505
VFG041032(gb|NP_251050),1,8694,8740,0.9947368421052631
VFG041032(gb|NP_251050),2,2796,2839,0.9848538217682282
VFG041033(gb|NP_251051),1,8698,8740,0.9951945080091533
VFG041033(gb|NP_251051),2,2805,2839,0.9880239520958084
VFG041034(gb|NP_251052),1,8205,8740,0.9387871853546911
VFG041034(gb|NP_251052),2,2564,2839,0.9031349066572737
VFG041035(gb|NP_251053),1,8693,8740,0.9946224256292906
VFG041035(gb|NP_251053),2,2806,2839,0.9883761887988728
VFG041036(gb|NP_251054),1,8180,8740,0.9359267734553776
VFG041036(gb|NP_251054),2,2551,2839,0.8985558295174357
VFG041037(gb|NP_251055),1,8187,8740,0.9367276887871854
VFG041037(gb|NP_251055),2,2554,2839,0.8996125396266291
VFG041038(gb|NP_251056),1,8695,8740,0.9948512585812357
VFG041038(gb|NP_251056),2,2806,2839,0.9883761887988728
VFG041039(gb|NP_251057),1,8182,8740,0.9361556064073226
VFG041039(gb|NP_251057),2,2550,2839,0.8982035928143712
VFG041040(gb|NP_251058),1,8180,8740,0.9359267734553776
VFG041040(gb|NP_251058),2,2548,2839,0.8974991194082423
VFG041041(gb|NP_251059),1,8682,8740,0.9933638443935927
VFG041041(gb|NP_251059),2,2804,2839,0.9876717153927439
VFG041042(gb|NP_251060),1,8589,8740,0.9827231121281464
VFG041042(gb|NP_251060),2,2769,2839,0.9753434307854878
VFG041043(gb|NP_251061),1,8695,8740,0.9948512585812357
VFG041043(gb|NP_251061),2,2820,2839,0.9933075026417753
VFG041045(gb|NP_251063),1,5617,8740,0.6426773455377575
VFG041045(gb|NP_251063),2,2777,2839,0.9781613244100035
VFG041046(gb|NP_251392),1,8169,8740,0.9346681922196797
VFG041046(gb|NP_251392),2,2580,2839,0.908770693906305
VFG041047(gb|NP_252174),1,8740,8740,1
VFG041047(gb|NP_252174),2,2839,2839,1
VFG041051(gb|WP_000103125),2,1,2839,3.522367030644593e-4
VFG041090(gb|NP_459263),1,1,8740,1.1441647597254005e-4
VFG041091(gb|NP_459264),1,1,8740,1.1441647597254005e-4
VFG042030(gb|WP_011003508),2,1,2839,3.522367030644593e-4
VFG042083(gb|NP_311753),1,1,8740,1.1441647597254005e-4
VFG042084(gb|NP_311752),1,1,8740,1.1441647597254005e-4
VFG042087(gb|NP_311746),1,1,8740,1.1441647597254005e-4
VFG042090(gb|NP_311745),1,1,8740,1.1441647597254005e-4
VFG042091(gb|NP_311742),1,1,8740,1.1441647597254005e-4
VFG042096(gb|NP_311735),1,2,8740,2.288329519450801e-4
VFG042140(gb|NP_252531),1,8061,8740,0.9223112128146453
VFG042140(gb|NP_252531),2,2585,2839,0.9105318774216273
VFG042211(gb|WP_003134054),1,195,8740,0.02231121281464531
VFG042211(gb|WP_003134054),2,2433,2839,0.8569918985558295
VFG042297(gb|NP_253799),1,8735,8740,0.9994279176201373
VFG042297(gb|NP_253799),2,2839,2839,1
VFG042313(gb|NP_459562),1,1,8740,1.1441647597254005e-4
VFG042379(gb|ABQ43330),1,1,8740,1.1441647597254005e-4
VFG042380(gb|ABQ43328),1,1,8740,1.1441647597254005e-4
VFG042381(gb|ABQ42352),1,1,8740,1.1441647597254005e-4
VFG042399(gb|WP_001303867),2,1,2839,3.522367030644593e-4
VFG042400,2,1,2839,3.522367030644593e-4
VFG042401(gb|WP_001165677),1,1,8740,1.1441647597254005e-4
VFG042404,1,1,8740,1.1441647597254005e-4
VFG042608(gb|NP_459033),1,1,8740,1.1441647597254005e-4
VFG042693(gb|NP_250818),1,8160,8740,0.9336384439359268
VFG042693(gb|NP_250818),2,2558,2839,0.9010214864388869
VFG042694(gb|NP_250819),1,8176,8740,0.9354691075514874
VFG042694(gb|NP_250819),2,2571,2839,0.9056005635787249
VFG042695(gb|NP_250820),1,8664,8740,0.991304347826087
VFG042695(gb|NP_250820),2,2808,2839,0.9890806622050018
VFG042696(gb|NP_250821),1,8663,8740,0.9911899313501145
VFG042696(gb|NP_250821),2,2619,2839,0.9225079253258189
VFG042697(gb|NP_250822),1,8175,8740,0.9353546910755148
VFG042697(gb|NP_250822),2,2571,2839,0.9056005635787249
VFG042698(gb|NP_252770),1,8614,8740,0.98558352402746
VFG042698(gb|NP_252770),2,2839,2839,1
VFG042699(gb|NP_252771),1,8592,8740,0.9830663615560641
VFG042699(gb|NP_252771),2,2839,2839,1
VFG042700(gb|NP_252772),1,8126,8740,0.9297482837528604
VFG042700(gb|NP_252772),2,2598,2839,0.9151109545614653
VFG042701(gb|NP_252773),1,8580,8740,0.9816933638443935
VFG042701(gb|NP_252773),2,2838,2839,0.9996477632969355
VFG042702(gb|NP_252774),1,8097,8740,0.9264302059496567
VFG042702(gb|NP_252774),2,2598,2839,0.9151109545614653
VFG042703(gb|NP_252775),1,8078,8740,0.9242562929061785
VFG042703(gb|NP_252775),2,2586,2839,0.9108841141246918
VFG042704(gb|NP_249683),1,873,8740,0.09988558352402746
VFG042704(gb|NP_249683),2,2522,2839,0.8883409651285664
VFG042705(gb|NP_249684),1,7727,8740,0.8840961098398169
VFG042705(gb|NP_249684),2,2578,2839,0.9080662205001762
VFG042706(gb|NP_249685),1,8487,8740,0.9710526315789474
VFG042706(gb|NP_249685),2,2823,2839,0.9943642127509686
VFG042707(gb|WP_003141489),1,3,8740,3.4324942791762013e-4
VFG042707(gb|WP_003141489),2,131,2839,0.04614300810144417
VFG042708(gb|WP_003141491),1,3,8740,3.4324942791762013e-4
VFG042708(gb|WP_003141491),2,131,2839,0.04614300810144417
VFG042709(gb|WP_003141493),1,3,8740,3.4324942791762013e-4
VFG042709(gb|WP_003141493),2,136,2839,0.04790419161676647
VFG042710(gb|WP_003141495),1,3,8740,3.4324942791762013e-4
VFG042710(gb|WP_003141495),2,132,2839,0.04649524480450863
VFG042725(gb|WP_001189321),2,1,2839,3.522367030644593e-4
VFG042726(gb|WP_001267015),2,1,2839,3.522367030644593e-4
VFG042732(gb|WP_002218144),1,1,8740,1.1441647597254005e-4
VFG042733(gb|WP_002214937),1,1,8740,1.1441647597254005e-4
VFG042734(gb|NP_249343),1,8247,8740,0.9435926773455378
VFG042734(gb|NP_249343),2,2598,2839,0.9151109545614653
VFG042735(gb|NP_250513),1,8736,8740,0.9995423340961098
VFG042735(gb|NP_250513),2,2838,2839,0.9996477632969355
VFG042736(gb|NP_253152),1,8740,8740,1
VFG042736(gb|NP_253152),2,2839,2839,1
VFG042738(gb|NP_253646),1,8740,8740,1
VFG042738(gb|NP_253646),2,2839,2839,1
VFG042739(gb|NP_254019),1,8264,8740,0.9455377574370709
VFG042739(gb|NP_254019),2,2605,2839,0.9175766114829165
VFG042740(gb|NP_252983),1,8705,8740,0.9959954233409611
VFG042740(gb|NP_252983),2,2838,2839,0.9996477632969355
VFG042741(gb|NP_252984),1,8246,8740,0.9434782608695652
VFG042741(gb|NP_252984),2,2597,2839,0.9147587178584008
VFG042742(gb|NP_252985),1,8209,8740,0.9392448512585813
VFG042742(gb|NP_252985),2,2597,2839,0.9147587178584008
VFG042743(gb|NP_252986),1,8268,8740,0.9459954233409611
VFG042743(gb|NP_252986),2,2603,2839,0.9168721380767876
VFG042744(gb|NP_252987),1,8740,8740,1
VFG042744(gb|NP_252987),2,2837,2839,0.9992955265938711
VFG042745(gb|NP_252988),1,8194,8740,0.9375286041189931
VFG042745(gb|NP_252988),2,2591,2839,0.9126452976400141
VFG042746(gb|NP_252989),1,8233,8740,0.9419908466819222
VFG042746(gb|NP_252989),2,2601,2839,0.9161676646706587
VFG042747(gb|NP_252990),1,8289,8740,0.9483981693363844
VFG042747(gb|NP_252990),2,2608,2839,0.9186333215921099
VFG042748(gb|NP_252991),1,8244,8740,0.9432494279176201
VFG042748(gb|NP_252991),2,2604,2839,0.9172243747798521
VFG042749(gb|NP_252992),1,8740,8740,1
VFG042749(gb|NP_252992),2,2836,2839,0.9989432898908066
VFG042750(gb|NP_252993),1,8740,8740,1
VFG042750(gb|NP_252993),2,2836,2839,0.9989432898908066
VFG042751(gb|NP_252994),1,8739,8740,0.9998855835240275
VFG042751(gb|NP_252994),2,2837,2839,0.9992955265938711
VFG042752(gb|NP_252995),1,8250,8740,0.9439359267734554
VFG042752(gb|NP_252995),2,2609,2839,0.9189855582951744
VFG042753(gb|NP_252996),1,7855,8740,0.898741418764302
VFG042753(gb|NP_252996),2,2545,2839,0.896442409299049
VFG042800(gb|WP_000360900),2,1,2839,3.522367030644593e-4
VFG043012(gb|NP_250147),1,8194,8740,0.9375286041189931
VFG043012(gb|NP_250147),2,2572,2839,0.9059528002817894
VFG043013(gb|NP_250148),1,8247,8740,0.9435926773455378
VFG043013(gb|NP_250148),2,2589,2839,0.9119408242338851
VFG043014(gb|NP_250149),1,8737,8740,0.9996567505720824
VFG043014(gb|NP_250149),2,2827,2839,0.9957731595632265
VFG043015(gb|NP_250150),1,8735,8740,0.9994279176201373
VFG043015(gb|NP_250150),2,2827,2839,0.9957731595632265
VFG043016(gb|NP_250155),1,8220,8740,0.9405034324942791
VFG043016(gb|NP_250155),2,2590,2839,0.9122930609369496
VFG043017(gb|NP_252038),1,8253,8740,0.944279176201373
VFG043017(gb|NP_252038),2,2601,2839,0.9161676646706587
VFG043018(gb|NP_252039),1,8284,8740,0.9478260869565217
VFG043018(gb|NP_252039),2,2609,2839,0.9189855582951744
VFG043074(gb|WP_000884708),2,1,2839,3.522367030644593e-4
VFG043075(gb|WP_001196460),2,1,2839,3.522367030644593e-4
VFG043079(gb|WP_000625837),2,1,2839,3.522367030644593e-4
VFG043081(gb|WP_000589319),1,1,8740,1.1441647597254005e-4
VFG043088(gb|WP_000983602),1,1,8740,1.1441647597254005e-4
VFG043092(gb|WP_010904770),1,1,8740,1.1441647597254005e-4
VFG043094(gb|WP_001322280),1,2,8740,2.288329519450801e-4
VFG043097(gb|WP_001291603),1,1,8740,1.1441647597254005e-4
VFG043098(gb|WP_001302091),1,1,8740,1.1441647597254005e-4
VFG043101(gb|WP_001087467),1,1,8740,1.1441647597254005e-4
VFG043115(gb|WP_001282098),1,1,8740,1.1441647597254005e-4
VFG043116(gb|WP_001302429),1,1,8740,1.1441647597254005e-4
VFG043452(gb|WP_001170264),1,1,8740,1.1441647597254005e-4
VFG043480(gb|NP_251450),1,8703,8740,0.995766590389016
VFG043480(gb|NP_251450),2,2688,2839,0.9468122578372666
VFG043588(gb|WP_001205093),1,2,8740,2.288329519450801e-4
VFG043588(gb|WP_001205093),2,1,2839,3.522367030644593e-4
VFG043589(gb|WP_000044536),1,2,8740,2.288329519450801e-4
VFG043589(gb|WP_000044536),2,5,2839,0.0017611835153222965
VFG043614(gb|WP_074194464),1,2,8740,2.288329519450801e-4
VFG043625(gb|WP_000813718),1,16,8740,0.0018306636155606408
VFG043628,1,3,8740,3.4324942791762013e-4
VFG043628,2,137,2839,0.04825642831983093
VFG043648(gb|NP_252312),1,8637,8740,0.9882151029748284
VFG043648(gb|NP_252312),2,2822,2839,0.9940119760479041
VFG043668(gb|AAA26616),1,2,8740,2.288329519450801e-4
VFG043784(gb|BAC97796),1,1,8740,1.1441647597254005e-4
VFG043810(gb|NP_253231),1,8586,8740,0.9823798627002288
VFG043810(gb|NP_253231),2,2836,2839,0.9989432898908066
VFG043982(gb|CAA61099),1,1,8740,1.1441647597254005e-4
VFG044030(gb|NP_253337),1,8237,8740,0.9424485125858123
VFG044030(gb|NP_253337),2,2596,2839,0.9144064811553364
VFG044066(gb|WP_000447001),2,2,2839,7.044734061289186e-4
VFG044079(gb|NP_250944),1,7954,8740,0.9100686498855836
VFG044079(gb|NP_250944),2,2608,2839,0.9186333215921099
VFG044080(gb|NP_250945),1,7846,8740,0.8977116704805492
VFG044080(gb|NP_250945),2,2545,2839,0.896442409299049
VFG044081(gb|NP_250946),1,8353,8740,0.955720823798627
VFG044081(gb|NP_250946),2,2787,2839,0.9816836914406482
VFG044082(gb|NP_250947),1,7869,8740,0.9003432494279177
VFG044082(gb|NP_250947),2,2540,2839,0.8946812257837267
VFG044083(gb|NP_250948),1,7911,8740,0.9051487414187643
VFG044083(gb|NP_250948),2,2556,2839,0.900317013032758
VFG044084(gb|NP_251073),1,8220,8740,0.9405034324942791
VFG044084(gb|NP_251073),2,2590,2839,0.9122930609369496
VFG044085(gb|NP_251074),1,8161,8740,0.9337528604118993
VFG044085(gb|NP_251074),2,2562,2839,0.9024304332511448
VFG044086(gb|NP_251077),1,4977,8740,0.5694508009153318
VFG044086(gb|NP_251077),2,1135,2839,0.3997886579781613
VFG044087(gb|NP_251078),1,5154,8740,0.5897025171624714
VFG044087(gb|NP_251078),2,1211,2839,0.42655864741106025
VFG044088(gb|NP_251102),1,8147,8740,0.9321510297482838
VFG044088(gb|NP_251102),2,2561,2839,0.9020781965480803
VFG044089(gb|NP_252094),1,8689,8740,0.9941647597254004
VFG044089(gb|NP_252094),2,2836,2839,0.9989432898908066
VFG044090(gb|NP_252095),1,8687,8740,0.9939359267734553
VFG044090(gb|NP_252095),2,2838,2839,0.9996477632969355
VFG044091(gb|NP_252096),1,8682,8740,0.9933638443935927
VFG044091(gb|NP_252096),2,2838,2839,0.9996477632969355
VFG044092(gb|NP_252097),1,8193,8740,0.9374141876430206
VFG044092(gb|NP_252097),2,2591,2839,0.9126452976400141
VFG044093(gb|NP_252098),1,8689,8740,0.9941647597254004
VFG044093(gb|NP_252098),2,2837,2839,0.9992955265938711
VFG044094(gb|NP_252099),1,8271,8740,0.9463386727688787
VFG044094(gb|NP_252099),2,2613,2839,0.9203945051074321
VFG044095(gb|NP_252100),1,8173,8740,0.9351258581235697
VFG044095(gb|NP_252100),2,2582,2839,0.9094751673124339
VFG044096(gb|NP_252908),1,8719,8740,0.9975972540045767
VFG044096(gb|NP_252908),2,2833,2839,0.9978865797816132
VFG044097(gb|NP_252909),1,8720,8740,0.9977116704805492
VFG044097(gb|NP_252909),2,2834,2839,0.9982388164846777
VFG044098(gb|NP_252910),1,8091,8740,0.9257437070938215
VFG044098(gb|NP_252910),2,2580,2839,0.908770693906305
VFG044099(gb|NP_253393),1,8268,8740,0.9459954233409611
VFG044099(gb|NP_253393),2,2606,2839,0.917928848185981
VFG044100(gb|NP_253394),1,8264,8740,0.9455377574370709
VFG044100(gb|NP_253394),2,2604,2839,0.9172243747798521
VFG044101(gb|NP_253395),1,8360,8740,0.9565217391304348
VFG044101(gb|NP_253395),2,2726,2839,0.9601972525537161
VFG044102(gb|NP_253396),1,8277,8740,0.947025171624714
VFG044102(gb|NP_253396),2,2607,2839,0.9182810848890455
VFG044103(gb|NP_253397),1,8740,8740,1
VFG044103(gb|NP_253397),2,2839,2839,1
VFG044104(gb|NP_253398),1,8740,8740,1
VFG044104(gb|NP_253398),2,2839,2839,1
VFG044225(gb|WP_011533698),1,8235,8740,0.9422196796338673
VFG044225(gb|WP_011533698),2,2591,2839,0.9126452976400141
VFG044250(gb|WP_005311724),1,4,8740,4.576659038901602e-4
VFG044250(gb|WP_005311724),2,2,2839,7.044734061289186e-4
VFG044257(gb|WP_000610051),1,1,8740,1.1441647597254005e-4
VFG044258(gb|WP_001179888),1,1,8740,1.1441647597254005e-4
VFG044259(gb|WP_001795559),1,1,8740,1.1441647597254005e-4
VFG044261(gb|WP_001223700),1,1,8740,1.1441647597254005e-4
VFG044273(gb|WP_001214661),2,1,2839,3.522367030644593e-4
VFG044274(gb|WP_000951636),2,1,2839,3.522367030644593e-4
VFG044277(gb|WP_001052566),1,1,8740,1.1441647597254005e-4
VFG044304(gb|WP_000588838),2,1,2839,3.522367030644593e-4
VFG044305(gb|WP_000071884),2,1,2839,3.522367030644593e-4
VFG044310(gb|WP_006486076),1,3,8740,3.4324942791762013e-4
VFG044315(gb|WP_012492605),1,27,8740,0.003089244851258581
VFG044315(gb|WP_012492605),2,4,2839,0.0014089468122578373
VFG044325(gb|WP_002212761),1,1,8740,1.1441647597254005e-4
VFG044328(gb|WP_015874963),1,1,8740,1.1441647597254005e-4
VFG044333(gb|WP_015874968),1,2,8740,2.288329519450801e-4
VFG044362(gb|WP_033111968),1,5,8740,5.720823798627002e-4
VFG044443(gb|WP_001032773),1,1,8740,1.1441647597254005e-4
VFG044445(gb|NP_253338),1,8236,8740,0.9423340961098399
VFG044445(gb|NP_253338),2,2592,2839,0.9129975343430785
VFG044446(gb|NP_253339),1,8237,8740,0.9424485125858123
VFG044446(gb|NP_253339),2,2596,2839,0.9144064811553364
VFG044447(gb|NP_253340),1,8256,8740,0.9446224256292907
VFG044447(gb|NP_253340),2,2602,2839,0.9165199013737232
VFG044448(gb|NP_253341),1,8731,8740,0.9989702517162471
VFG044448(gb|NP_253341),2,2839,2839,1
VFG044449(gb|NP_253342),1,8289,8740,0.9483981693363844
VFG044449(gb|NP_253342),2,2613,2839,0.9203945051074321
VFG045631(gb|WP_002305699),1,1,8740,1.1441647597254005e-4
VFG045632(gb|WP_002286924),1,1,8740,1.1441647597254005e-4
VFG045670(gb|WP_002286379),1,1,8740,1.1441647597254005e-4
VFG045671(gb|WP_002294628),1,1,8740,1.1441647597254005e-4
VFG045788(gb|WP_001189322),2,1,2839,3.522367030644593e-4
VFG045789(gb|WP_001264082),2,1,2839,3.522367030644593e-4
VFG045806(gb|WP_000354273),2,1,2839,3.522367030644593e-4
VFG045807(gb|WP_001576295),2,1,2839,3.522367030644593e-4
VFG045820(gb|WP_023281714),1,1,8740,1.1441647597254005e-4
VFG045821(gb|WP_023281695),1,1,8740,1.1441647597254005e-4
VFG045826(gb|WP_021526504),1,1,8740,1.1441647597254005e-4
VFG045878(gb|WP_001295349),2,1,2839,3.522367030644593e-4
VFG045881(gb|WP_014640508),2,1,2839,3.522367030644593e-4
VFG045887(gb|WP_000845152),2,1,2839,3.522367030644593e-4
VFG045894(gb|WP_001330060),2,1,2839,3.522367030644593e-4
VFG045896(gb|WP_014639881),2,1,2839,3.522367030644593e-4
VFG045897(gb|WP_074151099),2,1,2839,3.522367030644593e-4
VFG045899(gb|WP_000845152),2,1,2839,3.522367030644593e-4
VFG045900(gb|WP_000286312),2,1,2839,3.522367030644593e-4
VFG045902,2,1,2839,3.522367030644593e-4
VFG045904(gb|WP_000286318),2,1,2839,3.522367030644593e-4
VFG045906(gb|WP_000286318),2,1,2839,3.522367030644593e-4
VFG045910(gb|WP_012602403),2,1,2839,3.522367030644593e-4
VFG045911(gb|WP_000286337),2,1,2839,3.522367030644593e-4
VFG045912(gb|WP_000286305),2,1,2839,3.522367030644593e-4
VFG045913(gb|WP_000286336),2,1,2839,3.522367030644593e-4
VFG045915(gb|WP_000286313),2,1,2839,3.522367030644593e-4
VFG045916(gb|WP_001165668),1,1,8740,1.1441647597254005e-4
VFG045917(gb|NP_415461),1,1,8740,1.1441647597254005e-4
VFG045918(gb|WP_001165678),1,1,8740,1.1441647597254005e-4
VFG045923(gb|WP_001165655),1,1,8740,1.1441647597254005e-4
VFG045926(gb|WP_001165657),1,1,8740,1.1441647597254005e-4
VFG045931(gb|WP_001165658),1,1,8740,1.1441647597254005e-4
VFG045932,1,1,8740,1.1441647597254005e-4
VFG045933(gb|WP_001165671),1,1,8740,1.1441647597254005e-4
VFG045935(gb|WP_001165655),1,1,8740,1.1441647597254005e-4
VFG045936(gb|WP_000360904),2,1,2839,3.522367030644593e-4
VFG045937(gb|WP_000360914),2,1,2839,3.522367030644593e-4
VFG045939(gb|WP_000360919),2,1,2839,3.522367030644593e-4
VFG045947(gb|WP_000360894),2,1,2839,3.522367030644593e-4
VFG045948(gb|WP_000360902),2,1,2839,3.522367030644593e-4
VFG045950(gb|WP_000360895),2,1,2839,3.522367030644593e-4
VFG045954(gb|WP_000360907),2,1,2839,3.522367030644593e-4
VFG045955(gb|WP_000360915),2,1,2839,3.522367030644593e-4
VFG045956(gb|WP_000360914),2,1,2839,3.522367030644593e-4
VFG045958(gb|WP_000360914),2,1,2839,3.522367030644593e-4
VFG045962(gb|WP_000360904),2,1,2839,3.522367030644593e-4
VFG045972(gb|WP_000360891),2,1,2839,3.522367030644593e-4
VFG045974(gb|WP_001025145),2,1,2839,3.522367030644593e-4
VFG045975,2,1,2839,3.522367030644593e-4
VFG045977(gb|WP_001025182),2,1,2839,3.522367030644593e-4
VFG045984(gb|WP_001025155),2,1,2839,3.522367030644593e-4
VFG045985(gb|WP_001025155),2,1,2839,3.522367030644593e-4
VFG045991(gb|WP_001025168),2,1,2839,3.522367030644593e-4
VFG045992(gb|WP_001025180),2,1,2839,3.522367030644593e-4
VFG045993(gb|WP_001025180),2,1,2839,3.522367030644593e-4
VFG045994(gb|WP_001025178),2,1,2839,3.522367030644593e-4
VFG045995(gb|WP_001025161),2,1,2839,3.522367030644593e-4
VFG045998(gb|WP_001025179),2,1,2839,3.522367030644593e-4
VFG045999(gb|WP_001025168),2,1,2839,3.522367030644593e-4
VFG046000(gb|WP_001025158),2,1,2839,3.522367030644593e-4
VFG046001(gb|WP_001025145),2,1,2839,3.522367030644593e-4
VFG046004(gb|WP_001025178),2,1,2839,3.522367030644593e-4
VFG046009(gb|WP_001025178),2,1,2839,3.522367030644593e-4
VFG046058(gb|WP_000121003),1,1,8740,1.1441647597254005e-4
VFG046058(gb|WP_000121003),2,1,2839,3.522367030644593e-4
VFG046063(gb|WP_046072797),1,1,8740,1.1441647597254005e-4
VFG046068(gb|WP_001189321),2,1,2839,3.522367030644593e-4
VFG046069(gb|WP_001264088),2,1,2839,3.522367030644593e-4
VFG046099(gb|WP_046072850),1,1,8740,1.1441647597254005e-4
VFG046109(gb|WP_000654453),1,1,8740,1.1441647597254005e-4
VFG046112(gb|WP_046072848),1,1,8740,1.1441647597254005e-4
VFG046117(gb|WP_000784549),1,2,8740,2.288329519450801e-4
VFG048293(gb|YP_005228660),1,2,8740,2.288329519450801e-4
VFG048297(gb|WP_014906961),1,2,8740,2.288329519450801e-4
VFG048298(gb|WP_072196423),1,2,8740,2.288329519450801e-4
VFG048302(gb|WP_014906960),1,1,8740,1.1441647597254005e-4
VFG048303(gb|YP_005228661),1,1,8740,1.1441647597254005e-4
VFG048304(gb|WP_004151788),1,1,8740,1.1441647597254005e-4
VFG048305(gb|WP_004151788),1,1,8740,1.1441647597254005e-4
VFG048306(gb|WP_024264619),1,1,8740,1.1441647597254005e-4
VFG048307(gb|WP_041937815),1,1,8740,1.1441647597254005e-4
VFG048308(gb|WP_004151788),1,1,8740,1.1441647597254005e-4
VFG048313(gb|YP_005228662),1,1,8740,1.1441647597254005e-4
VFG048315(gb|WP_014599252),1,1,8740,1.1441647597254005e-4
VFG048316(gb|WP_015958940),1,1,8740,1.1441647597254005e-4
VFG048317(gb|WP_014906959),1,1,8740,1.1441647597254005e-4
VFG048318(gb|WP_004144030),1,1,8740,1.1441647597254005e-4
VFG048371(gb|WP_014839452),2,1,2839,3.522367030644593e-4
VFG048372(gb|WP_014226698),2,1,2839,3.522367030644593e-4
VFG048375(gb|YP_005228645),1,16,8740,0.0018306636155606408
VFG048377(gb|WP_000813718),1,16,8740,0.0018306636155606408
VFG048379,1,16,8740,0.0018306636155606408
VFG048380(gb|WP_012967266),1,16,8740,0.0018306636155606408
VFG048381(gb|WP_000820820),2,1,2839,3.522367030644593e-4
VFG048382(gb|WP_000820820),2,1,2839,3.522367030644593e-4
VFG048414(gb|WP_012542485),2,1,2839,3.522367030644593e-4
VFG048415(gb|YP_005225748),2,1,2839,3.522367030644593e-4
VFG048417(gb|WP_014599080),2,1,2839,3.522367030644593e-4
VFG048418(gb|WP_012068427),2,1,2839,3.522367030644593e-4
VFG048419(gb|WP_004210873),2,1,2839,3.522367030644593e-4
VFG048420(gb|WP_012968725),2,1,2839,3.522367030644593e-4
VFG048454(gb|WP_012542489),2,1,2839,3.522367030644593e-4
VFG048455(gb|YP_005225744),2,1,2839,3.522367030644593e-4
VFG048456(gb|WP_004147525),2,1,2839,3.522367030644593e-4
VFG048457(gb|WP_004223589),2,1,2839,3.522367030644593e-4
VFG048458(gb|WP_004147525),2,1,2839,3.522367030644593e-4
VFG048459(gb|WP_004147525),2,1,2839,3.522367030644593e-4
VFG048460(gb|WP_008805583),2,1,2839,3.522367030644593e-4
VFG048473(gb|WP_004147521),1,1,8740,1.1441647597254005e-4
VFG048474(gb|YP_005225742),1,1,8740,1.1441647597254005e-4
VFG048476(gb|WP_004223582),1,1,8740,1.1441647597254005e-4
VFG048477(gb|WP_004147521),1,1,8740,1.1441647597254005e-4
VFG048478(gb|WP_004147521),1,1,8740,1.1441647597254005e-4
VFG048479(gb|WP_012968727),1,1,8740,1.1441647597254005e-4
VFG048483(gb|WP_012542491),1,1,8740,1.1441647597254005e-4
VFG048484(gb|YP_005225741),1,1,8740,1.1441647597254005e-4
VFG048486(gb|WP_004223579),1,1,8740,1.1441647597254005e-4
VFG048487(gb|WP_002893737),1,1,8740,1.1441647597254005e-4
VFG048488(gb|WP_002893737),1,1,8740,1.1441647597254005e-4
VFG048489(gb|WP_012968728),1,1,8740,1.1441647597254005e-4
VFG048493(gb|WP_012542492),1,1,8740,1.1441647597254005e-4
VFG048494(gb|YP_005225740),1,1,8740,1.1441647597254005e-4
VFG048496(gb|WP_014599078),1,1,8740,1.1441647597254005e-4
VFG048497(gb|WP_041937591),1,1,8740,1.1441647597254005e-4
VFG048498(gb|WP_012737619),1,1,8740,1.1441647597254005e-4
VFG048499(gb|WP_012968729),1,1,8740,1.1441647597254005e-4
VFG048502(gb|WP_012737618),1,1,8740,1.1441647597254005e-4
VFG048503(gb|WP_012542493),1,1,8740,1.1441647597254005e-4
VFG048504(gb|YP_005225738),1,1,8740,1.1441647597254005e-4
VFG048506(gb|WP_004223574),1,1,8740,1.1441647597254005e-4
VFG048507(gb|WP_019705362),1,1,8740,1.1441647597254005e-4
VFG048508(gb|WP_012737618),1,1,8740,1.1441647597254005e-4
VFG048509(gb|WP_012968730),1,1,8740,1.1441647597254005e-4
VFG048541(gb|WP_041169040),1,1,8740,1.1441647597254005e-4
VFG048542(gb|WP_012542068),1,1,8740,1.1441647597254005e-4
VFG048543(gb|YP_005226444),1,1,8740,1.1441647597254005e-4
VFG048544(gb|WP_002901630),1,1,8740,1.1441647597254005e-4
VFG048545(gb|WP_004224251),1,1,8740,1.1441647597254005e-4
VFG048546(gb|WP_015958223),1,1,8740,1.1441647597254005e-4
VFG048548(gb|WP_020947523),1,1,8740,1.1441647597254005e-4
VFG048566(gb|WP_014907271),1,1,8740,1.1441647597254005e-4
VFG048567(gb|YP_005227763),1,1,8740,1.1441647597254005e-4
VFG048578(gb|WP_014907269),1,1,8740,1.1441647597254005e-4
VFG048579(gb|YP_005227766),1,1,8740,1.1441647597254005e-4
VFG048580(gb|WP_014838502),1,8,8740,9.153318077803204e-4
VFG048597(gb|WP_000784549),1,2,8740,2.288329519450801e-4
VFG048598(gb|YP_005227771),1,2,8740,2.288329519450801e-4
VFG048599(gb|WP_004213920),2,1,2839,3.522367030644593e-4
VFG048600(gb|WP_004213920),2,1,2839,3.522367030644593e-4
VFG048601(gb|WP_032451968),2,1,2839,3.522367030644593e-4
VFG048603(gb|WP_004213921),2,1,2839,3.522367030644593e-4
VFG048604(gb|WP_004145302),2,1,2839,3.522367030644593e-4
VFG048605(gb|WP_004213922),2,1,2839,3.522367030644593e-4
