Genome_ID,Clade,Niche,Genomovar_Cluster,Clone_Cluster
GCA_040187595.1,CladeB,Urinary,Cluster_52,Cluster_3045
GCA_040187605.1,CladeA,Urinary,Cluster_334,Cluster_3060
GCA_040187635.1,CladeB,Urinary,Cluster_11,Cluster_3061
GCA_040187645.1,CladeB,Pneumonia,Cluster_12,Cluster_3062
GCA_040187655.1,CladeA,Pneumonia,Cluster_1,Cluster_3063
GCA_040187685.1,CladeB,Pneumonia,Cluster_11,Cluster_3061
GCA_040187725.1,CladeA,Pneumonia,Cluster_5,Cluster_3039
GCA_040203215.1,CladeA,Sputum,Cluster_10,Cluster_30
GCA_040203235.1,CladeA,Sputum,Cluster_10,Cluster_30
GCA_040203255.1,CladeA,Sputum,Cluster_10,Cluster_30
GCA_040203275.1,CladeA,Sputum,Cluster_10,Cluster_3064
GCA_040216155.1,CladeA,Wound,Cluster_26,Cluster_3065
GCA_900069025.1,CladeA,Sputum,Cluster_103,Cluster_3066
GCA_900143755.1,CladeA,early.CF,Cluster_66,Cluster_2610
GCA_900143775.1,CladeA,early.CF,Cluster_2,Cluster_1080
GCA_900143785.1,CladeA,early.CF,Cluster_2,Cluster_1080
GCA_900143795.1,CladeA,early.CF,Cluster_75,Cluster_2604
GCA_900143805.1,CladeA,early.CF,Cluster_2,Cluster_1080
GCA_900143835.1,CladeA,early.CF,Cluster_66,Cluster_2610
GCA_900143845.1,CladeA,early.CF,Cluster_20,Cluster_3067
GCA_900143865.1,CladeA,early.CF,Cluster_2,Cluster_1080
GCA_900143885.1,CladeA,early.CF,Cluster_66,Cluster_2610
GCA_900143895.1,CladeA,early.CF,Cluster_20,Cluster_3067
GCA_900143905.1,CladeB,early.CF,Cluster_383,Cluster_3068
GCA_900143915.1,CladeA,early.CF,Cluster_2,Cluster_1080
GCA_900143925.1,CladeA,early.CF,Cluster_56,Cluster_3069
GCA_900143935.1,CladeB,early.CF,Cluster_151,Cluster_3070
GCA_900143945.1,CladeA,early.CF,Cluster_66,Cluster_2610
GCA_900143965.1,CladeA,early.CF,Cluster_20,Cluster_3067
GCA_900143995.1,CladeA,early.CF,Cluster_66,Cluster_2610
GCA_900144005.1,CladeB,early.CF,Cluster_383,Cluster_3068
GCA_900144015.1,CladeA,early.CF,Cluster_66,Cluster_2610
GCA_900144025.1,CladeA,early.CF,Cluster_20,Cluster_3067
GCA_900144035.1,CladeA,early.CF,Cluster_75,Cluster_2604
GCA_900144045.1,CladeA,early.CF,Cluster_75,Cluster_2604
GCA_900144085.1,CladeA,early.CF,Cluster_66,Cluster_2610
GCA_900144105.1,CladeA,early.CF,Cluster_66,Cluster_2610
GCA_900144115.1,CladeA,early.CF,Cluster_2,Cluster_1080
GCA_900144135.1,CladeA,early.CF,Cluster_66,Cluster_2610
GCA_900144155.1,CladeA,early.CF,Cluster_20,Cluster_3067
GCA_900144165.1,CladeA,early.CF,Cluster_20,Cluster_3067
GCA_900144175.1,CladeA,early.CF,Cluster_66,Cluster_2610
GCA_900144185.1,CladeA,early.CF,Cluster_75,Cluster_2604
GCA_900144225.1,CladeA,early.CF,Cluster_2,Cluster_1080
GCA_900144235.1,CladeB,early.CF,Cluster_383,Cluster_3068
GCA_900144255.1,CladeB,early.CF,Cluster_383,Cluster_3068
GCA_900144265.1,CladeB,early.CF,Cluster_383,Cluster_3068
GCA_900144275.1,CladeB,early.CF,Cluster_383,Cluster_3068
GCA_900144285.1,CladeB,early.CF,Cluster_383,Cluster_3068
GCA_900144295.1,CladeB,early.CF,Cluster_383,Cluster_3068
GCA_900144305.1,CladeB,early.CF,Cluster_383,Cluster_3068
GCA_900144315.1,CladeB,early.CF,Cluster_383,Cluster_3068
GCA_900144325.1,CladeB,early.CF,Cluster_383,Cluster_3068
GCA_900144335.1,CladeB,early.CF,Cluster_383,Cluster_3068
GCA_900144355.1,CladeA,early.CF,Cluster_198,Cluster_3071
GCA_900144375.1,CladeA,early.CF,Cluster_103,Cluster_3072
GCA_900144385.1,CladeA,early.CF,Cluster_5,Cluster_3073
GCA_900144395.1,CladeA,early.CF,Cluster_5,Cluster_2640
GCA_900144425.1,CladeA,early.CF,Cluster_5,Cluster_2640
GCA_900144445.1,CladeA,early.CF,Cluster_5,Cluster_2640
GCA_900144455.1,CladeA,early.CF,Cluster_5,Cluster_2640
GCA_900144485.1,CladeA,early.CF,Cluster_5,Cluster_2640
GCA_900144535.1,CladeA,early.CF,Cluster_90,Cluster_3074
GCA_900144565.1,CladeA,early.CF,Cluster_90,Cluster_3074
GCA_900144575.1,CladeA,early.CF,Cluster_90,Cluster_3074
GCA_900144585.1,CladeA,early.CF,Cluster_90,Cluster_3074
GCA_900144645.1,CladeA,early.CF,Cluster_90,Cluster_3074
GCA_900144665.1,CladeB,early.CF,Cluster_384,Cluster_3075
GCA_900144915.1,CladeB,early.CF,Cluster_17,Cluster_843
GCA_900144985.1,CladeB,early.CF,Cluster_17,Cluster_843
GCA_900144995.1,CladeB,early.CF,Cluster_17,Cluster_843
GCA_900145005.1,CladeB,early.CF,Cluster_17,Cluster_843
GCA_900145045.1,CladeB,early.CF,Cluster_17,Cluster_843
GCA_900145055.1,CladeB,early.CF,Cluster_17,Cluster_843
GCA_900145075.1,CladeA,early.CF,Cluster_103,Cluster_3076
GCA_900145105.1,CladeB,early.CF,Cluster_17,Cluster_843
GCA_900145115.1,CladeB,early.CF,Cluster_17,Cluster_843
GCA_900145125.1,CladeB,early.CF,Cluster_17,Cluster_843
GCA_900145145.1,CladeB,early.CF,Cluster_17,Cluster_843
GCA_900145155.1,CladeA,early.CF,Cluster_309,Cluster_2635
GCA_900145165.1,CladeA,early.CF,Cluster_309,Cluster_2635
GCA_900145185.1,CladeA,early.CF,Cluster_309,Cluster_2635
GCA_900145195.1,CladeA,early.CF,Cluster_10,Cluster_3077
GCA_900145205.1,CladeB,early.CF,Cluster_42,Cluster_3078
GCA_900145215.1,CladeA,early.CF,Cluster_184,Cluster_1215
GCA_900145225.1,CladeA,early.CF,Cluster_184,Cluster_1215
GCA_900145235.1,CladeA,early.CF,Cluster_184,Cluster_1215
GCA_900145255.1,CladeA,early.CF,Cluster_309,Cluster_2635
GCA_900145265.1,CladeA,early.CF,Cluster_309,Cluster_2635
GCA_900145275.1,CladeB,early.CF,Cluster_126,Cluster_386
GCA_900145285.1,CladeA,early.CF,Cluster_10,Cluster_3079
GCA_900145295.1,CladeB,early.CF,Cluster_126,Cluster_386
GCA_900145315.1,CladeA,early.CF,Cluster_60,Cluster_2608
GCA_900145335.1,CladeB,early.CF,Cluster_126,Cluster_386
GCA_900145345.1,CladeB,early.CF,Cluster_126,Cluster_386
GCA_900145355.1,CladeA,early.CF,Cluster_5,Cluster_2609
GCA_900145375.1,CladeA,early.CF,Cluster_5,Cluster_2609
GCA_900145395.1,CladeA,early.CF,Cluster_58,Cluster_2638
GCA_900145425.1,CladeA,early.CF,Cluster_58,Cluster_2638
GCA_900145435.1,CladeA,early.CF,Cluster_8,Cluster_2621
GCA_900145455.1,CladeA,early.CF,Cluster_10,Cluster_3080
GCA_900145465.1,CladeA,early.CF,Cluster_8,Cluster_2621
GCA_900145475.1,CladeA,early.CF,Cluster_8,Cluster_2621
GCA_900145485.1,CladeA,early.CF,Cluster_58,Cluster_2638
GCA_900145495.1,CladeA,early.CF,Cluster_58,Cluster_2638
GCA_900145505.1,CladeA,early.CF,Cluster_58,Cluster_2638
GCA_900145515.1,CladeA,early.CF,Cluster_58,Cluster_2638
GCA_900145525.1,CladeA,early.CF,Cluster_58,Cluster_2638
GCA_900145535.1,CladeA,early.CF,Cluster_58,Cluster_2638
GCA_900145545.1,CladeA,early.CF,Cluster_58,Cluster_2638
GCA_900145555.1,CladeA,early.CF,Cluster_58,Cluster_2638
GCA_900145565.1,CladeA,early.CF,Cluster_8,Cluster_2621
GCA_900145575.1,CladeA,early.CF,Cluster_58,Cluster_2638
GCA_900145585.1,CladeA,early.CF,Cluster_148,Cluster_2611
GCA_900145595.1,CladeA,early.CF,Cluster_148,Cluster_2611
GCA_900145605.1,CladeA,early.CF,Cluster_148,Cluster_2611
GCA_900145615.1,CladeA,early.CF,Cluster_148,Cluster_2611
GCA_900145625.1,CladeA,early.CF,Cluster_148,Cluster_2611
GCA_900145635.1,CladeA,early.CF,Cluster_148,Cluster_2611
GCA_900145645.1,CladeA,early.CF,Cluster_148,Cluster_2611
GCA_900145665.1,CladeA,early.CF,Cluster_59,Cluster_3081
GCA_900145675.1,CladeA,early.CF,Cluster_59,Cluster_3081
GCA_900145685.1,CladeA,early.CF,Cluster_59,Cluster_3081
GCA_900145695.1,CladeA,early.CF,Cluster_59,Cluster_3081
GCA_900145705.1,CladeA,early.CF,Cluster_59,Cluster_3081
GCA_900145715.1,CladeA,early.CF,Cluster_59,Cluster_3081
GCA_900145725.1,CladeA,early.CF,Cluster_59,Cluster_3081
GCA_900145735.1,CladeA,early.CF,Cluster_59,Cluster_3081
GCA_900145745.1,CladeA,early.CF,Cluster_59,Cluster_3081
GCA_900145755.1,CladeA,early.CF,Cluster_59,Cluster_3081
GCA_900145765.1,CladeA,early.CF,Cluster_59,Cluster_3081
GCA_900145775.1,CladeA,early.CF,Cluster_59,Cluster_3081
GCA_900145785.1,CladeA,early.CF,Cluster_59,Cluster_3081
GCA_900145825.1,CladeA,early.CF,Cluster_59,Cluster_3081
GCA_900145835.1,CladeA,early.CF,Cluster_68,Cluster_3082
GCA_900145845.1,CladeA,early.CF,Cluster_10,Cluster_3083
GCA_900145855.1,CladeA,early.CF,Cluster_10,Cluster_3083
GCA_900145865.1,CladeA,early.CF,Cluster_10,Cluster_3083
GCA_900145915.1,CladeA,early.CF,Cluster_10,Cluster_3083
GCA_900145925.1,CladeA,early.CF,Cluster_10,Cluster_3083
GCA_900146005.1,CladeA,early.CF,Cluster_60,Cluster_184
GCA_900146015.1,CladeA,early.CF,Cluster_60,Cluster_184
GCA_900146025.1,CladeA,early.CF,Cluster_60,Cluster_184
GCA_900146065.1,CladeA,early.CF,Cluster_9,Cluster_89
GCA_900146085.1,CladeA,early.CF,Cluster_9,Cluster_89
GCA_900146095.1,CladeA,early.CF,Cluster_9,Cluster_89
GCA_900146105.1,CladeA,early.CF,Cluster_9,Cluster_89
GCA_900146115.1,CladeA,early.CF,Cluster_9,Cluster_89
GCA_900146125.1,CladeA,early.CF,Cluster_9,Cluster_89
GCA_900146135.1,CladeA,early.CF,Cluster_9,Cluster_89
GCA_900146145.1,CladeA,early.CF,Cluster_9,Cluster_89
GCA_900146165.1,CladeA,early.CF,Cluster_9,Cluster_89
GCA_900146185.1,CladeA,early.CF,Cluster_9,Cluster_89
GCA_900146195.1,CladeA,early.CF,Cluster_9,Cluster_89
GCA_900146205.1,CladeA,early.CF,Cluster_9,Cluster_89
GCA_900146215.1,CladeA,early.CF,Cluster_9,Cluster_89
GCA_900146235.1,CladeA,early.CF,Cluster_23,Cluster_1630
GCA_900146245.1,CladeA,early.CF,Cluster_2,Cluster_356
GCA_900146255.1,CladeA,early.CF,Cluster_2,Cluster_356
GCA_900146265.1,CladeA,early.CF,Cluster_2,Cluster_356
GCA_900146285.1,CladeA,early.CF,Cluster_2,Cluster_356
GCA_900146305.1,CladeA,early.CF,Cluster_2,Cluster_356
GCA_900146315.1,CladeA,early.CF,Cluster_2,Cluster_356
GCA_900146325.1,CladeA,early.CF,Cluster_2,Cluster_356
GCA_900146335.1,CladeA,early.CF,Cluster_2,Cluster_356
GCA_900146345.1,CladeA,early.CF,Cluster_2,Cluster_356
GCA_900146365.1,CladeA,early.CF,Cluster_2,Cluster_356
GCA_900146375.1,CladeA,early.CF,Cluster_2,Cluster_356
GCA_900146385.1,CladeB,early.CF,Cluster_151,Cluster_3084
GCA_900146395.1,CladeB,early.CF,Cluster_151,Cluster_3084
GCA_900146405.1,CladeB,early.CF,Cluster_151,Cluster_3084
GCA_900146415.1,CladeB,early.CF,Cluster_151,Cluster_3084
GCA_900146425.1,CladeB,early.CF,Cluster_151,Cluster_3084
GCA_900146435.1,CladeB,early.CF,Cluster_151,Cluster_3084
GCA_900146445.1,CladeB,early.CF,Cluster_151,Cluster_3084
GCA_900146455.1,CladeB,early.CF,Cluster_151,Cluster_3084
GCA_900146465.1,CladeB,early.CF,Cluster_151,Cluster_3084
GCA_900146475.1,CladeB,early.CF,Cluster_151,Cluster_3084
GCA_900146485.1,CladeB,early.CF,Cluster_151,Cluster_3084
GCA_900146495.1,CladeB,early.CF,Cluster_151,Cluster_3084
GCA_900146505.1,CladeB,early.CF,Cluster_151,Cluster_3084
GCA_900146515.1,CladeB,early.CF,Cluster_151,Cluster_3084
GCA_900146525.1,CladeB,early.CF,Cluster_11,Cluster_2630
GCA_900146535.1,CladeB,early.CF,Cluster_320,Cluster_3085
GCA_900146545.1,CladeA,early.CF,Cluster_9,Cluster_89
GCA_900146555.1,CladeA,early.CF,Cluster_9,Cluster_89
GCA_900146565.1,CladeA,early.CF,Cluster_9,Cluster_89
GCA_900146575.1,CladeB,early.CF,Cluster_320,Cluster_3085
GCA_900146585.1,CladeA,early.CF,Cluster_147,Cluster_3086
GCA_900146595.1,CladeA,early.CF,Cluster_147,Cluster_3086
GCA_900146605.1,CladeA,early.CF,Cluster_9,Cluster_89
GCA_900146615.1,CladeA,early.CF,Cluster_147,Cluster_3086
GCA_900146625.1,CladeA,early.CF,Cluster_147,Cluster_3086
GCA_900146635.1,CladeA,early.CF,Cluster_147,Cluster_3086
GCA_900146645.1,CladeA,early.CF,Cluster_147,Cluster_3086
GCA_900146655.1,CladeA,early.CF,Cluster_147,Cluster_3086
GCA_900146665.1,CladeB,early.CF,Cluster_17,Cluster_781
GCA_900146675.1,CladeB,early.CF,Cluster_57,Cluster_2629
GCA_900146685.1,CladeA,early.CF,Cluster_375,Cluster_3087
GCA_900146705.1,CladeB,early.CF,Cluster_17,Cluster_970
GCA_900146715.1,CladeB,early.CF,Cluster_17,Cluster_970
GCA_900146725.1,CladeB,early.CF,Cluster_17,Cluster_970
GCA_900146735.1,CladeB,early.CF,Cluster_17,Cluster_970
GCA_900146745.1,CladeB,early.CF,Cluster_17,Cluster_970
GCA_900146755.1,CladeB,early.CF,Cluster_17,Cluster_970
GCA_900146765.1,CladeB,early.CF,Cluster_17,Cluster_970
GCA_900146775.1,CladeA,early.CF,Cluster_96,Cluster_3088
GCA_900146785.1,CladeA,early.CF,Cluster_20,Cluster_227
GCA_900146795.1,CladeA,early.CF,Cluster_20,Cluster_227
GCA_900146805.1,CladeA,early.CF,Cluster_20,Cluster_227
GCA_900146815.1,CladeA,early.CF,Cluster_20,Cluster_227
GCA_900146825.1,CladeA,early.CF,Cluster_385,Cluster_3089
GCA_900146835.1,CladeA,early.CF,Cluster_35,Cluster_342
GCA_900146845.1,CladeA,early.CF,Cluster_35,Cluster_342
GCA_900146855.1,CladeA,early.CF,Cluster_227,Cluster_3090
GCA_900146865.1,CladeA,early.CF,Cluster_227,Cluster_3090
GCA_900146875.1,CladeA,early.CF,Cluster_227,Cluster_3090
GCA_900146885.1,CladeA,early.CF,Cluster_227,Cluster_3090
GCA_900146895.1,CladeA,early.CF,Cluster_227,Cluster_3090
GCA_900146905.1,CladeA,early.CF,Cluster_227,Cluster_3090
GCA_900146915.1,CladeA,early.CF,Cluster_227,Cluster_3090
GCA_900146925.1,CladeA,early.CF,Cluster_227,Cluster_3090
GCA_900146935.1,CladeA,early.CF,Cluster_227,Cluster_3090
GCA_900146945.1,CladeA,early.CF,Cluster_227,Cluster_3090
GCA_900146955.1,CladeA,early.CF,Cluster_227,Cluster_3090
GCA_900146965.1,CladeA,early.CF,Cluster_122,Cluster_3091
GCA_900146975.1,CladeA,early.CF,Cluster_227,Cluster_3090
GCA_900146985.1,CladeA,early.CF,Cluster_122,Cluster_3091
GCA_900146995.1,CladeB,early.CF,Cluster_55,Cluster_3092
GCA_900147015.1,CladeA,early.CF,Cluster_227,Cluster_3090
GCA_900147025.1,CladeA,early.CF,Cluster_227,Cluster_3090
GCA_900147035.1,CladeA,early.CF,Cluster_227,Cluster_3090
GCA_900147045.1,CladeA,early.CF,Cluster_227,Cluster_3090
GCA_900147055.1,CladeA,early.CF,Cluster_227,Cluster_3090
GCA_900147065.1,CladeA,early.CF,Cluster_227,Cluster_3090
GCA_900147075.1,CladeA,early.CF,Cluster_35,Cluster_3093
GCA_900147085.1,CladeA,early.CF,Cluster_60,Cluster_2636
GCA_900147095.1,CladeA,early.CF,Cluster_60,Cluster_2636
GCA_900147105.1,CladeA,early.CF,Cluster_60,Cluster_2636
GCA_900147115.1,CladeA,early.CF,Cluster_60,Cluster_2636
GCA_900147125.1,CladeB,early.CF,Cluster_343,Cluster_3094
GCA_900147135.1,CladeB,early.CF,Cluster_343,Cluster_3094
GCA_900147165.1,CladeA,early.CF,Cluster_246,Cluster_3095
GCA_900147175.1,CladeA,early.CF,Cluster_2,Cluster_356
GCA_900147195.1,CladeA,early.CF,Cluster_2,Cluster_356
GCA_900147225.1,CladeA,early.CF,Cluster_203,Cluster_2620
GCA_900147755.1,CladeA,early.CF,Cluster_2,Cluster_1080
GCA_900147795.1,CladeB,early.CF,Cluster_17,Cluster_843
GCA_900147815.1,CladeA,early.CF,Cluster_184,Cluster_1215
GCA_900147835.1,CladeA,early.CF,Cluster_8,Cluster_2621
GCA_900147845.1,CladeA,early.CF,Cluster_8,Cluster_2621
GCA_900147855.1,CladeA,early.CF,Cluster_59,Cluster_3081
GCA_900147885.1,CladeA,early.CF,Cluster_66,Cluster_2610
GCA_900147895.1,CladeB,early.CF,Cluster_151,Cluster_3084
GCA_900147905.1,CladeB,early.CF,Cluster_151,Cluster_3084
GCA_900147915.1,CladeB,early.CF,Cluster_151,Cluster_3084
GCA_900147975.1,CladeA,early.CF,Cluster_103,Cluster_3096
GCA_900148005.1,CladeA,early.CF,Cluster_20,Cluster_3067
GCA_900148045.1,CladeB,early.CF,Cluster_383,Cluster_3068
GCA_900148095.1,CladeB,early.CF,Cluster_355,Cluster_2634
GCA_900148275.1,CladeB,early.CF,Cluster_383,Cluster_3068
GCA_900148285.1,CladeA,early.CF,Cluster_77,Cluster_2639
GCA_900148295.1,CladeA,early.CF,Cluster_77,Cluster_2639
GCA_900148305.1,CladeA,early.CF,Cluster_5,Cluster_2640
GCA_900148315.1,CladeA,early.CF,Cluster_5,Cluster_2640
GCA_900148325.1,CladeA,early.CF,Cluster_5,Cluster_2640
GCA_900185255.1,CladeA,CF,Cluster_2,Cluster_3097
GCA_900406825.1,CladeA,Wound,Cluster_63,Cluster_3098
GCA_900406835.1,CladeA,Wound,Cluster_233,Cluster_3099
GCA_900406845.1,CladeA,Sputum,Cluster_87,Cluster_3100
GCA_900406865.1,CladeB,Wound,Cluster_12,Cluster_3101
GCA_900406875.1,CladeA,Sputum,Cluster_147,Cluster_3102
GCA_900406885.1,CladeA,Wound,Cluster_5,Cluster_3103
GCA_900406935.1,CladeA,Wound,Cluster_177,Cluster_1316
GCA_900406945.1,CladeA,Wound,Cluster_128,Cluster_3104
GCA_900406955.1,CladeA,Wound,Cluster_58,Cluster_3105
GCA_900406965.1,CladeA,Wound,Cluster_58,Cluster_3106
GCA_900455295.1,CladeB,Aquatic,Cluster_382,Cluster_3107
GCA_900455365.1,CladeA,Blood,Cluster_26,Cluster_1191
GCA_900455455.1,CladeA,Sputum,Cluster_1,Cluster_3108
GCA_900455535.1,CladeA,Throat,Cluster_43,Cluster_3109
GCA_900461635.1,CladeA,Urinary,Cluster_24,Cluster_3110
GCA_900607565.1,CladeA,Hospital.Environment,Cluster_60,Cluster_3111
GCA_900607915.1,CladeA,Hospital.Environment,Cluster_60,Cluster_3112
GCA_900608035.1,CladeC,Hospital.Environment,Cluster_6,Cluster_3113
GCA_900608125.1,CladeA,Hospital.Environment,Cluster_60,Cluster_3114
GCA_900618245.1,CladeA,Hospital.Environment,Cluster_60,Cluster_3115
GCA_900618255.1,CladeA,Hospital.Environment,Cluster_34,Cluster_3116
GCA_900618265.1,CladeA,Hospital.Environment,Cluster_34,Cluster_3116
GCA_900618275.1,CladeA,Hospital.Environment,Cluster_34,Cluster_3116
GCA_900618285.1,CladeB,Hospital.Environment,Cluster_64,Cluster_3117
GCA_900618305.1,CladeB,Hospital.Environment,Cluster_64,Cluster_3118
GCA_900618315.1,CladeA,Hospital.Environment,Cluster_34,Cluster_3116
GCA_900618325.1,CladeA,Hospital.Environment,Cluster_34,Cluster_3116
GCA_900618335.1,CladeA,Hospital.Environment,Cluster_34,Cluster_3116
GCA_900636755.1,CladeA,Blood,Cluster_10,Cluster_675
GCA_900636975.1,CladeB,Urinary,Cluster_16,Cluster_3119
GCA_901456165.1,CladeB,Blood,Cluster_52,Cluster_3120
GCA_901456185.1,CladeB,Blood,Cluster_52,Cluster_3120
GCA_901456195.1,CladeB,Blood,Cluster_52,Cluster_3120
GCA_901456215.1,CladeB,Rectal/Feces,Cluster_52,Cluster_3120
GCA_901472545.1,CladeA,Aquatic,Cluster_35,Cluster_3121
GCA_902201705.1,CladeB,Sputum,Cluster_11,Cluster_256
GCA_902201715.1,CladeB,Throat,Cluster_11,Cluster_256
GCA_902201725.1,CladeA,Rectal/Feces,Cluster_5,Cluster_3122
GCA_902201735.1,CladeB,Sputum,Cluster_112,Cluster_668
GCA_902201745.1,CladeB,Rectal/Feces,Cluster_11,Cluster_256
GCA_902201755.1,CladeB,Sputum,Cluster_112,Cluster_668
GCA_902201765.1,CladeB,Sputum,Cluster_11,Cluster_256
GCA_902201775.1,CladeB,Sputum,Cluster_11,Cluster_256
GCA_902201785.1,CladeB,Sputum,Cluster_11,Cluster_256
GCA_902201795.1,CladeB,Throat,Cluster_12,Cluster_3123
GCA_902201805.1,CladeB,Throat,Cluster_11,Cluster_256
GCA_902201815.1,CladeB,Rectal/Feces,Cluster_11,Cluster_256
GCA_902201825.1,CladeB,Rectal/Feces,Cluster_11,Cluster_256
GCA_902201835.1,CladeB,Rectal/Feces,Cluster_11,Cluster_256
GCA_902201845.1,CladeB,Throat,Cluster_11,Cluster_256
GCA_902201855.1,CladeB,Rectal/Feces,Cluster_11,Cluster_256
GCA_902201875.1,CladeB,Throat,Cluster_11,Cluster_256
GCA_902201895.1,CladeB,Throat,Cluster_11,Cluster_256
GCA_902201905.1,CladeB,Sputum,Cluster_114,Cluster_3124
GCA_902201915.1,CladeB,Throat,Cluster_112,Cluster_668
GCA_902201925.1,CladeB,Throat,Cluster_11,Cluster_256
GCA_902201935.1,CladeB,Sputum,Cluster_114,Cluster_3124
GCA_902201945.1,CladeB,Sputum,Cluster_114,Cluster_3124
GCA_902201955.1,CladeB,Rectal/Feces,Cluster_114,Cluster_3124
GCA_902201965.1,CladeA,Throat,Cluster_386,Cluster_3125
GCA_902201975.1,CladeB,Rectal/Feces,Cluster_114,Cluster_3124
GCA_902201985.1,CladeB,Urinary,Cluster_114,Cluster_3124
GCA_902201995.1,CladeB,Rectal/Feces,Cluster_114,Cluster_3124
GCA_902202005.1,CladeB,Wound,Cluster_112,Cluster_668
GCA_902202015.1,CladeB,Rectal/Feces,Cluster_114,Cluster_3124
GCA_902202025.1,CladeB,Rectal/Feces,Cluster_11,Cluster_256
GCA_902202035.1,CladeB,Rectal/Feces,Cluster_11,Cluster_3126
GCA_902202045.1,CladeB,Built.Environment,Cluster_11,Cluster_256
GCA_902202055.1,CladeB,Throat,Cluster_11,Cluster_256
GCA_902202065.1,CladeB,Throat,Cluster_114,Cluster_3124
GCA_902202075.1,CladeB,Sputum,Cluster_114,Cluster_3124
GCA_902202085.1,CladeB,Throat,Cluster_11,Cluster_3126
GCA_902202095.1,CladeB,Throat,Cluster_114,Cluster_3124
GCA_902202105.1,CladeB,Rectal/Feces,Cluster_11,Cluster_256
GCA_902202115.1,CladeB,Urinary,Cluster_11,Cluster_3127
GCA_902202125.1,CladeB,Rectal/Feces,Cluster_11,Cluster_3127
GCA_902202135.1,CladeB,Rectal/Feces,Cluster_11,Cluster_3128
GCA_902202145.1,CladeB,Sputum,Cluster_11,Cluster_3128
GCA_902202155.1,CladeB,Sputum,Cluster_11,Cluster_3128
GCA_902202165.1,CladeB,Throat,Cluster_11,Cluster_256
GCA_902202175.1,CladeB,Rectal/Feces,Cluster_112,Cluster_668
GCA_902202185.1,CladeB,Throat,Cluster_11,Cluster_3127
GCA_902202195.1,CladeB,Throat,Cluster_80,Cluster_3129
GCA_902202205.1,CladeB,Throat,Cluster_11,Cluster_3128
GCA_902202215.1,CladeA,Throat,Cluster_20,Cluster_3130
GCA_902202225.1,CladeB,Rectal/Feces,Cluster_11,Cluster_256
GCA_902202245.1,CladeB,Rectal/Feces,Cluster_11,Cluster_3128
GCA_902202255.1,CladeB,Rectal/Feces,Cluster_112,Cluster_668
GCA_902202265.1,CladeB,Throat,Cluster_11,Cluster_256
GCA_902202275.1,CladeB,Throat,Cluster_11,Cluster_3128
GCA_902202285.1,CladeB,Wound,Cluster_11,Cluster_3128
GCA_902202295.1,CladeB,Rectal/Feces,Cluster_11,Cluster_3128
GCA_902202305.1,CladeB,Throat,Cluster_11,Cluster_256
GCA_902202315.1,CladeB,Throat,Cluster_11,Cluster_3128
GCA_902202325.1,CladeB,Rectal/Feces,Cluster_112,Cluster_668
GCA_902202335.1,CladeB,Throat,Cluster_112,Cluster_668
GCA_902202355.1,CladeB,Rectal/Feces,Cluster_112,Cluster_668
GCA_902202365.1,CladeA,Throat,Cluster_99,Cluster_3131
GCA_902202375.1,CladeB,Rectal/Feces,Cluster_112,Cluster_668
GCA_902202385.1,CladeB,Throat,Cluster_11,Cluster_3128
GCA_902202395.1,CladeB,Lung,Cluster_11,Cluster_3128
GCA_902202405.1,CladeB,Throat,Cluster_112,Cluster_668
GCA_902202425.1,CladeB,Throat,Cluster_112,Cluster_668
GCA_902202435.1,CladeB,Rectal/Feces,Cluster_112,Cluster_668
GCA_902202445.1,CladeB,Rectal/Feces,Cluster_11,Cluster_3128
GCA_902202455.1,CladeB,Throat,Cluster_112,Cluster_668
GCA_902202465.1,CladeA,Throat,Cluster_99,Cluster_3131
GCA_902202475.1,CladeB,Rectal/Feces,Cluster_112,Cluster_668
GCA_902202485.1,CladeB,Throat,Cluster_112,Cluster_668
GCA_902202495.1,CladeB,Throat,Cluster_112,Cluster_668
GCA_902202505.1,CladeB,Rectal/Feces,Cluster_112,Cluster_668
GCA_902202515.1,CladeB,Sputum,Cluster_112,Cluster_668
GCA_902202525.1,CladeB,Rectal/Feces,Cluster_112,Cluster_668
GCA_902202555.1,CladeB,Rectal/Feces,Cluster_11,Cluster_3128
GCA_902202565.1,CladeB,Sputum,Cluster_112,Cluster_668
GCA_902202575.1,CladeB,Throat,Cluster_112,Cluster_668
GCA_902202585.1,CladeB,Rectal/Feces,Cluster_112,Cluster_668
GCA_902202595.1,CladeB,Rectal/Feces,Cluster_112,Cluster_668
GCA_902202625.1,CladeB,Urinary,Cluster_112,Cluster_668
GCA_902202645.1,CladeB,Sputum,Cluster_112,Cluster_668
GCA_902202655.1,CladeB,Sputum,Cluster_112,Cluster_668
GCA_902202665.1,CladeB,Rectal/Feces,Cluster_11,Cluster_256
GCA_902202685.1,CladeB,Sputum,Cluster_112,Cluster_668
GCA_902202705.1,CladeB,Sputum,Cluster_112,Cluster_668
GCA_902202725.1,CladeB,Throat,Cluster_112,Cluster_668
GCA_902202735.1,CladeB,Throat,Cluster_112,Cluster_668
GCA_902202815.1,CladeB,Rectal/Feces,Cluster_112,Cluster_668
GCA_902202845.1,CladeB,Throat,Cluster_112,Cluster_668
GCA_902202865.1,CladeB,Throat,Cluster_112,Cluster_668
GCA_902202895.1,CladeA,Throat,Cluster_387,Cluster_3132
GCA_902202905.1,CladeA,Sputum,Cluster_68,Cluster_3133
